"","Plant_species","Id","Pollinator_species","Interaction","Unique_id","Locality","Latitude","Longitude","Order_all","Family_all","Genus_all","Species_all","Subspecies","Sex_or_flower_type","Breeding_system","Breeding_system_info","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Autonomous_selfing_level_seed_set","autonomous_selfing_sample_size","Compatibility","Self_compatible_author","Self_compatible_reference","Self_compatible_doi","Compatibility_genus","Info_level","Asexual_reproduction","Asexual_reproduction_type","Agamospermy/apomixis (yes/no/some_populations)","Flower_colour","Flower_morphology","Flower_symmetry","Corolla_diameter_mean","Corolla_diameter_min","Corolla_diameter_max","Corolla_length_mean","Corolla_length_min","Corolla_length_max","Tube_length","style_length_mm","style_length_min_mm","style_length_max_mm","style_length_max_sd","style_length_max_N","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","References","Reference_info","DOI","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n"
"930","Opuntia helleri",NA,NA,NA,"mcmullen_1993.csv","Galapagos",-0.290164,-90.600747,"Caryophyllales","Cactaceae","Opuntia","Opuntia helleri","NA","bisexual","hermaphrodite","NA","high","qualitative","NA","NA","NA","self_compatible","chamarro et al., 2012","journal: annals of botany","https://doi.org/10.1093/aob/mcs132","NA","flower","NA","NA","NA","yellow","bowl","actinomorphic","42.5","30","55","60","40","80","NA","22.5","20","25","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","NA","2","1","mcmullen 1999; wiggins, porter & anderson 1971","book: flowering plants of the galapagos; book: flora of the galapagos islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"931","Patrinia villosa",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Dipsacales","Caprifoliaceae","Patrinia","Patrinia villosa","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","yes","rhizomes and stolons","NA","white","campanulate","actinomorphic","6","NA","NA","2.0499999999999998","1.5","2.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.5","1.2","0.85","NA; NA; obiren 2013","online: http://www.missouribotanicalgarden.org; online: efloras.org; journal: curtis sbotanical magazine","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"932","Opuntia sp1 M_PL_026",NA,NA,NA,"mcmullen_1993.csv","Galapagos",-0.290164,-90.600747,"Caryophyllales","Cactaceae","Opuntia","Opuntia sp.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"933","Persicaria conspicua",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Caryophyllales","Polygonaceae","Polygonum","Polygonum japonicum","NA","separated & bisexual","gynodioecious","NA","none","qualitative","NA","NA","NA","self_incompatible","NA","NA","NA","NA","flower","yes","rizhomes","no","white","bowl","actinomorphic","2.75","2.5","3","1.5","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","herb","perennial","1.2","2.4","1.8","barrett 2015; holm et al., 2017; NA; NA","journal: pnas; journal: ecology and evolution; online: https://oregonstate.edu; online: https://keyserver.lucidcentral.org","https://doi.org/10.1073/pnas.1501712112","https://doi.org/10.1002/ece3.3703","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"934","Persicaria pubescens",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Caryophyllales","Polygonaceae","Polygonum","Polygonum pubescens","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_compatible","flower","NA","NA","NA","pink","campanulate","actinomorphic","3","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","herb","perennial","0.6","0.9","0.75","NA; NA; kim, sultan & donoghe 2008","book: flora of china ; ONLINE: https://www.flowersofindia.net; pnas","NA","NA","10.1073/pnas.0805141105","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"935","Persicaria thunbergii",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Fabales","Polygalaceae","Polygonum","Polygonum thunbergii","NA","bisexual","hermaphrodite","cleistogamous & chasmogamous","NA","NA","NA","NA","NA","self_compatible","konuma & terauchi 2001","journal: bione","https://doi.org/10.1674/0003-0031(2001)146[0122:PGSOTS]2.0.CO;2","NA","flower","NA","NA","NA","pink","bowl","actinomorphic","4.5","4","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","herb","annual","0.1","0.7","0.4","konuma & terauchi 2001; kawano 2008","journal: bio one complete; journal: plant species biology","https://doi.org/10.1674/0003-0031(2001)146[0122:PGSOTS]2.0.CO;2","10.1111/j.1442-1984.2008.00226.x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"936","Persicaria yokusaiana",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Caryophyllales","Polygonaceae","Polygonum","Polygonum posumbu","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","pink_white","bowl","actinomorphic","2.25","2","2.5","2.25","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","herb","annual","0.3","0.7","0.5","NA","online: efloras.org","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"937","Plantago asiatica",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Lamiales","Plantaginaceae","Plantago","Plantago asiatica","NA","bisexual","hermaphrodite","protogynous","NA","NA","NA","NA","NA","self_compatible","sano 2016","journal: weed biology and manegement","10.1111/wbm.12098","NA","flower","no","NA","NA","green","tube","actinomorphic","2","NA","NA","3.25","3","3.5","3.25","NA","NA","NA","NA","NA","4.9000000000000004","NA","NA","0.6","NA","herb","perennial","NA","0.5","0.25","yamawo & mukai 2017; NA; NA; sano 2016; NA","journal: proceecings biological science; http://www.flowersofindia.net; book: who monographs on selected medicinal plants - volume 1; journal: weed biology and management","10.1098/rspb.2017.0800","NA","NA","10.1111/wbm.12098","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"938","Pollia japonica",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Commelinales","Commelinaceae","Pollia","Pollia japonica","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","self_compatible","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","10","NA","NA","5","NA","NA","NA","5","NA","NA","NA","NA","16.5","3","30","NA","NA","herb","perennial","0.3","0.5","0.4","NA","online: efloras.org","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"939","Piscidia carthagenesis",NA,NA,NA,"mcmullen_1993.csv","Galapagos",-0.290164,-90.600747,"Fabales","Fabaceae","Piscidia","Piscidia carthagenensis","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","pink","papilionaceous","zygomorphic","15","NA","NA","15.5","13","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tree","perennial","NA","15","7.5","NA","online: http://sweetgum.nybg.org/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"940","Plumbago scandens",NA,NA,NA,"mcmullen_1993.csv","Galapagos",-0.290164,-90.600747,"Caryophyllales","Plumbaginaceae","Plumbago","Plumbago zeylanica","NA","bisexual","hermaphrodite","NA","none","qualitative","0","0","4","partially_self_compatible","abera, negash & kumlehn 2008","journal: african jouranl of biotechnology","NA","NA","flower","NA","NA","no","white","tube","actinomorphic","10.199999999999999","9.8000000000000007","11.2","40.200000000000003","37.700000000000003","42.4","40.200000000000003","30.1","NA","NA","0.32","20","1","NA","NA","NA","NA","shrub","perennial","0.1","1","0.55000000000000004","aberal et al., 2008; Chamorro et al 2012; mcmullen 1987; NA","journal: african journal of biotechnology; journal: annals of botany; american journal of botany; online: https://www.kew.org/","NA","https://doi.org/10.1093/aob/mcs132","https://doi.org/10.2307/2444139","NA","NA","fruit","86.5","4","92.4","4","6.45","4","0","4","NA","NA","0","4"
"941","Rabdosia longituba",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Lamiales","Lamiaceae","Isodon","Isodon longitubus","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","purple","tube","zygomorphic","6","NA","NA","20","NA","NA","14","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","1","0.5","NA; NA; inoue et al., 1990","online: efloras.org; online: https://davesgarden.com (picture); journal: contributions from the biological laboratory","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"942","Rabdosia trichocarpa",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Lamiales","Lamiaceae","Isodon","Isodon trichocarpus","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","purple","tube","zygomorphic","3","NA","NA","8","7","9","8","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","herb","perennial","0.5","1.5","1","inoue et al., 1990; NA","journal: contributions from the biological laboratory; online: http://flowers.la.coocan.jp","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"943","Ranunculus silerifolius",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Ranunculales","Ranunculaceae","Ranunculus","Ranunculus silerifolius","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","self_compatible","okada & kubo 1999","journal: the japanese society of plant systematics","NA","NA","flower","NA","NA","NA","yellow","dish","actinomorphic","9","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","53.4","NA","NA","13.9","30","herb","perennial","0.28000000000000003","0.95","0.6","okada & kubo 1999; NA","journal: acta phytotaxa geobotanica; online: efloras.org","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"944","Reynoutria japonica",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Fabales","Polygalaceae","Reynoutria","Reynoutria japonica","NA","separated","dioecious","NA","none","quantitative","0","0","NA","dioecious","NA","NA","NA","NA","flower","yes","NA","NA","white","dish","actinomorphic","2.5","2","3","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","herb","perennial","1","3","2","beerling, bailey & conolly 1994; NA; krebs 2009","journal: journal of ecology; online: http://www.luontoportti.com; thesis: hybridization in the invasive fallopia complex","https://doi.org/10.2307/2261459","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"945","Rhododendron kaempferi",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Ericales","Ericaceae","Rhododendron","Rhododendron kaempferi","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","red","campanulate","actinomorphic","25","NA","NA","25","20","30","12.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","NA","3","1.5","barrett & lloyd 1996; NA","book: floral biology: studies on floral evolution in animal-pollinated plants; online: https://www.rosebay.org","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"946","Rhynchosia minima",NA,NA,NA,"mcmullen_1993.csv","Galapagos",-0.290164,-90.600747,"Fabales","Fabaceae","Rhynchosia","Rhynchosia minima","NA","bisexual","hermaphrodite","NA","none","quantitative","0","NA","50","partially_self_compatible","solomon raju et al., 2018","journal: species"," https://doi.org/10.11609/jott.3172.9.10.10757-10770 ","NA","flower","NA","NA","NA","yellow","papilionaceous","zygomorphic","20.7","NA","NA","17.8","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","herb","perennial","0.1","1","0.55000000000000004","NA; NA; solomun raju et al., 2018","online: australian tropical rainforest plants; online: http://keys.trin.org.au/; journal: species","NA","NA"," https://doi.org/10.11609/jott.3172.9.10.10757-10770 ","NA","NA","fruit","42","167","90","50","22","50","0","50","NA","NA","0","50"
"947","Scalesia affinis",NA,NA,NA,"mcmullen_1993.csv","Galapagos",-0.290164,-90.600747,"Asterales","Asteraceae","Scalesia","Scalesia affinis","NA","bisexual","hermaphrodite","NA","low","qualitative","NA","NA","NA","partially_self_compatible","nielsen, siegismund & hansen 2007","journal: evolutionary ecology","10.1007/s10682-006-9128-6","NA","capitulum","NA","NA","NA","white","capitulum","actinomorphic","60","capitulum","NA","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","0.5","3","1.75","nielsen 2003","journal: botanical journal of the linnean society","https://doi.org/10.1007/s10682-006-9128-6","NA","NA","NA","NA","fruit","58","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"948","Rubus buergeri",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Rosales","Rosaceae","Rubus","Rubus buergeri","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","yes","stolons","NA","white","dish","actinomorphic","8","6","10","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","NA","0.3","0.15","zhenghao & meihua 2017","book: identification and control of common weeds: volume 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"949","Rubus crataegifolius",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Rosales","Rosaceae","Rubus","Rubus crataegifolius","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","8.5","7","10","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","1","3","2","NA","online: efloras.org","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"950","Rubus palmatus",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Rosales","Rosaceae","Rubus","Rubus palmatus","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","yes","rizhomes","NA","white","dish","actinomorphic","30","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","1","2","1.5","hu 2005","book: food plants of china","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"951","Scaveola plumieri",NA,NA,NA,"mcmullen_1993.csv","Galapagos",-0.290164,-90.600747,"Asterales","Goodeniaceae","Scaevola","Scaevola plumieri","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","yes","NA","NA","white","tube","zygomorphic","12","NA","NA","22.5","20","25",NA,"15","NA","NA","NA","NA","2","NA","NA","NA","NA","shrub","perennial","0.6","1.2","0.9","wiggins, porter & anderson 1971; NA; knevel & lubke 2004","book: flowering plants of the galapagos; online: http://plantsoftheworldonline.org/; journal: plant ecology","NA","NA","10.1007/s11258-004-3369-7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"952","Stachyurus praecox",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Crossosomatales","Stachyuraceae","Stachyurus","Stachyurus praecox","NA","bisexual","gynodioecious","NA","none","NA","NA","NA","NA","self_incompatible","NA","NA","NA","NA","flower","NA","NA","NA","white","tube","actinomorphic","7.5","7","8","NA","NA","NA","NA","4.5","4","5","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","1.2","3","2.1","idzojtic 2018; NA; tetsuto 2007","book: dendrology: cones, flowers, fruits and seeds; online: https://landscapeplants.oregonstate.edu; bulletin of ffpri","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"953","Staphylea bumalda",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Crossosomatales","Staphyleaceae","Staphylea","Staphylea bumalda","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","aeno & hiura 2011","journal: canadian journal of botany","https://www.researchgate.net/deref/http%3A%2F%2Fdx.doi.org%2F10.1139%2Fb00-053?_sg%5B0%5D=cZXxL7_JIl-f71vGCY7D17Y3jlE9nffVDrnPuQ1Q5hN66Ka5_iogrheKgf_JCpBgSONUIrnfYuJ2CL2Xk9wv7eEB5w.DcWQqPayNpBIIepD0xMeiXoP0JJ-P9SDSNzelU7hvyN-qy_uMWjZ_C6Vfba7k4yH14TVNJuLtyEvVDhuNorAqg","NA","flower","NA","NA","no","white","tube","actinomorphic","3","NA","NA","7","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","2","5","3.5","maeno & hiura 2000; NA","journal: canadian journal of botany; online: efloras.org","10.1139/b00-053","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"954","Stellaria alsine",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Caryophyllales","Caryophyllaceae","Stellaria","Stellaria uliginosa","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_compatible","flower","yes","NA","NA","white","bowl","actinomorphic","5","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.1","0.2","0.15","NA; les 2007; NA","online: http://www.luontoportti.com; book: aquatic dicotyledons of north america: ecology, life history, and systematics; online: https://plants.jstor.org/","NA","ISBN 9781482225020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"955","Stellaria uchiyamana",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Caryophyllales","Caryophyllaceae","Stellaria","Stellaria uchiyamana","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_compatible","flower","NA","NA","NA","white","bowl","actinomorphic","10","NA","NA","2","NA","NA","NA","0.75","0.5","1","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.9","0.45","inoue et al., 1990; NA; NA","journal: contributions from the biological laboratory, kyoto; online: efloras.org; online: http://swbiodiversity.org/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"956","Stenactis annuus",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Asterales","Asteraceae","Stenactis","Stenactis annua","NA","bisexual","hermaphrodite","NA","high","qualitative","NA","NA","NA","self_compatible","NA","NA","NA","NA","capitulum","yes","apomixis","yes","pink_purple","tube","actinomorphic","8","6","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual","0.3","1.5","0.9","yurukova-grancharova, yankova-tsvetkova & vladimirov 2006; noyes, baker & mai 2007","journal: proceedings of the bulgarian academy of sciences; journal: heredity","https://doi.org/10.7546/cr-2013-66-2-13101331-6","10.1038/sj.hdy.6800907","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"957","Stephanandra incisa",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Rosales","Rosaceae","Stephanandra","Stephanandra incisa","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","bowl","actinomorphic","4.5","4","5","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","shrub","perennial","NA","2.5","1.25","NA","online: efloras.org","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"958","Swertia bimaculata",NA,NA,NA,"Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Gentianales","Gentianaceae","Swertia","Swertia bimaculata","NA","bisexual","hermaphrodite","NA","medium","quantitative","36.4","24","11","self_compatible","wang et al., 2017","journal: ecology and evolution","10.1002/ece3.3838","NA","flower","NA","NA","no","white_yellow","dish","actinomorphic","22.5","NA","NA","5","NA","NA","NA","5","NA","NA","NA","NA","73.3","NA","NA","18.8","NA","herb","annual","0.3","2","1.1499999999999899","wang et al., 2017; NA","journal: ecology and evolution; online: efloras.org","10.1002/ece3.3838","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
