"","plant_species","interaction","unique_id","order_all","family","genus","species","sex_or_flower_type","breeding_system","autonomous_selfing_level","autonomous_selfing_level_data_type","autonomous_selfing_level_fruit_set","autonomous_selfing_level_seed_set","autonomous_selfing_sample_size","compatibility","self_compatible_author","self_compatible_reference","self_compatible_doi","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","flower_colour","flower_morphology","flower_symmetry","floral_unit_width","corolla_diameter_mean","corolla_diameter_min","corolla_diameter_max","corolla_length_mean","corolla_length_min","corolla_length_max","tube_length","style_length_mm","style_length_min_mm","style_length_max_mm","style_length_max_sd","style_length_max_n","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_info","doi","doi__1","doi__2","doi__3","net_id","net_id.1","visits","z_score_sum","phylo"
"495","Larrea nitida",0,"peralta_2011","Zygophyllales","Zygophyllaceae","Larrea","Larrea nitida","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","NA","NA","NA","NA","flower","NA","NA","NA","yellow","dish","actinomorphic","12",12,"NA","NA","5","NA","NA","NA","2.75","2.5","3","NA","NA",7,"2","12","NA","NA","shrub","perennial","NA","2.5",1,"rossi et al., 1999; NA; garcia 2012","journal: journal of arid environments; online: http://conosur.floraargentina.edu.ar/; thesis: larrea tridentata","https://doi.org/10.1006/jare.1999.0525","NA","NA","NA","NA","15_2_peralta_2006_mendoza_site_2.csv",6,-0.616311405183636,"Larrea nitida"
"501","Lavandula pedunculata",0,"bartomeus_2015","Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","31.12",31.12,"NA","NA","5.5","NA","NA","5","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","0.28999999999999998","0.6",445,"NA; NA; NA","online: http://www.floraiberica.es/; online: http://www.nzpcn.org.nz/ *ovule number, all lamiaceae the same*","NA","NA","NA","NA","NA","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",5,-0.524688318403207,"Lavandula pedunculata"
"502","Lavandula pedunculata",0,"bartomeus_2015","Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","31.12",31.12,"NA","NA","5.5","NA","NA","5","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","0.28999999999999998","0.6",445,"NA; NA; NA","online: http://www.floraiberica.es/; online: http://www.nzpcn.org.nz/ *ovule number, all lamiaceae the same*","NA","NA","NA","NA","NA","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",15,-0.400131973921873,"Lavandula pedunculata"
"503","Lavandula pedunculata",0,"bartomeus_2015","Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","31.12",31.12,"NA","NA","5.5","NA","NA","5","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","0.28999999999999998","0.6",445,"NA; NA; NA","online: http://www.floraiberica.es/; online: http://www.nzpcn.org.nz/ *ovule number, all lamiaceae the same*","NA","NA","NA","NA","NA","12_7_bartomeus_spain_2008_Esparragal_unp.csv",36,2.25818566310207,"Lavandula pedunculata"
"504","Lavandula pedunculata",0,"bartomeus_2015","Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","31.12",31.12,"NA","NA","5.5","NA","NA","5","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","0.28999999999999998","0.6",445,"NA; NA; NA","online: http://www.floraiberica.es/; online: http://www.nzpcn.org.nz/ *ovule number, all lamiaceae the same*","NA","NA","NA","NA","NA","12_9_bartomeus_spain_2008_LaRocina_unp.csv",108,2.12227909635322,"Lavandula pedunculata"
"505","Lavandula pedunculata",0,"bartomeus_2015","Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","31.12",31.12,"NA","NA","5.5","NA","NA","5","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","0.28999999999999998","0.6",445,"NA; NA; NA","online: http://www.floraiberica.es/; online: http://www.nzpcn.org.nz/ *ovule number, all lamiaceae the same*","NA","NA","NA","NA","NA","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",1,-0.370531614276544,"Lavandula pedunculata"
"506","Lavandula pedunculata",0,"bartomeus_2015","Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","31.12",31.12,"NA","NA","5.5","NA","NA","5","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","0.28999999999999998","0.6",445,"NA; NA; NA","online: http://www.floraiberica.es/; online: http://www.nzpcn.org.nz/ *ovule number, all lamiaceae the same*","NA","NA","NA","NA","NA","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",18,-0.15519271381105,"Lavandula pedunculata"
"507","Lavandula pedunculata",0,"bartomeus_2015","Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","31.12",31.12,"NA","NA","5.5","NA","NA","5","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","0.28999999999999998","0.6",445,"NA; NA; NA","online: http://www.floraiberica.es/; online: http://www.nzpcn.org.nz/ *ovule number, all lamiaceae the same*","NA","NA","NA","NA","NA","12_11_bartomeus_spain_2008_Niebla_unp.csv",38,2.9201533329509,"Lavandula pedunculata"
"508","Lavandula pedunculata",0,"bartomeus_2015","Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","31.12",31.12,"NA","NA","5.5","NA","NA","5","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","0.28999999999999998","0.6",445,"NA; NA; NA","online: http://www.floraiberica.es/; online: http://www.nzpcn.org.nz/ *ovule number, all lamiaceae the same*","NA","NA","NA","NA","NA","12_8_bartomeus_spain_2008_LaCunya_unp.csv",33,2.03017255956252,"Lavandula pedunculata"
"509","Lavandula pedunculata",0,"bartomeus_2015","Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","31.12",31.12,"NA","NA","5.5","NA","NA","5","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","0.28999999999999998","0.6",445,"NA; NA; NA","online: http://www.floraiberica.es/; online: http://www.nzpcn.org.nz/ *ovule number, all lamiaceae the same*","NA","NA","NA","NA","NA","12_3_bartomeus_spain_2008_Bonares_unp.csv",40,0.122941484888195,"Lavandula pedunculata"
"510","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_9_bartomeus_spain_2008_LaRocina_unp.csv",3,-0.611945506310439,"Lavandula stoechas"
"511","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",7,-0.496616684195361,"Lavandula stoechas"
"512","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",117,2.21768262578422,"Lavandula stoechas"
"513","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_7_bartomeus_spain_2008_Esparragal_unp.csv",9,-0.14461287497698,"Lavandula stoechas"
"514","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","1_3_bartomeus_spain_2008_medca_1_2.csv",21,0.235276542061697,"Lavandula stoechas"
"515","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",38,-0.297998080323252,"Lavandula stoechas"
"516","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",17,-0.356553244088798,"Lavandula stoechas"
"517","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","1_1_bartomeus_spain_2008_batca_1_2.csv",61,1.53903983878014,"Lavandula stoechas"
"518","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.853500698417635,"Lavandula stoechas"
"519","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","1_4_bartomeus_spain_2008_medca_2_3.csv",14,-0.245852579203476,"Lavandula stoechas"
"520","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_5_bartomeus_spain_2008_Elpinar_unp.csv",9,-0.311527991424517,"Lavandula stoechas"
"521","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",59,0.4219251034512,"Lavandula stoechas"
"522","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",36,0.18949993255646,"Lavandula stoechas"
"523","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",267,3.16002633429279,"Lavandula stoechas"
"524","Lavandula stoechas",1,"bartomeus_2008","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","bisexual","hermaphrodite","low","qualitative","NA","NA","NA","unknown","herrera 1991","journal: american journal of botany","https://doi.org/10.2307/2445069","self_compatible","flower","no","NA","NA","purple","tube","zygomorphic","25",7,"NA","NA","6.5","5","8","6.5","4","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","0.6","0.9",0.75,"NA","online: https://keyserver.lucidcentral.org/","NA","NA","NA","NA","NA","12_3_bartomeus_spain_2008_Bonares_unp.csv",73,1.22941484888195,"Lavandula stoechas"
"525","Lavatera cretica",0,"bartomeus_2015","Malvales","Malvaceae","Malva","Malva multiflora","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","pink","bowl","actinomorphic","40",40,"NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA",9,"7","11","NA","NA","herb","annual_biennial","0.4","1.2",0.8,"NA; NA","online: http://www.malvaceae.info/; online: http://beta.floranorthamerica.org/ *ovule number*; online: http://www.mahmiyat.ps/ *hermaphrodite*","NA","NA","NA","NA","NA","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",3,-0.661604352920324,"Malva multiflora"
"529","Ledum groenlandicum",0,"small_1976","Ericales","Ericaceae","Rhododendron","Ledum palustre","bisexual","hermaphrodite","none","quantitative","0","0","10","self_compatible","reader 1977","journal: canadian journal of botany","https://doi.org/10.1139/b77-259","NA","flower","yes","rhizomes","NA","white","dish","actinomorphic","17.5",17.5,"10","25","8","NA","NA","NA","NA","NA","NA","NA","NA",17.5,"15","20","NA","NA","shrub","perennial","0.2","1.5",0.85,"wheelwright et al 2006; NA; NA","journal: american midland naturalist; online: online: http://www.efloras.org; online: https://nature.ca/ *ovule number*","https://doi.org/10.1674/0003-0031(2006)155[0019:plaami]2.0.co;2","http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250065635","NA","NA","NA","9_1_small_1976_canada.csv",134,1.13532548106911,"Ledum palustre"
"530","Ledum palustre",5,"lundgren_2005","Ericales","Ericaceae","Ledum","Ledum palustre","bisexual","hermaphrodite","medium","quantitative","51","NA","502","self_compatible","wheelwright et al., 2006","journal: the american midland naturalist","https://doi.org/10.1674/0003-0031(2006)155[0019:PLAAMI]2.0.CO;2","NA","flower","yes","rhizomes","NA","white","dish","actinomorphic","17.5",17.5,"10","25","8","NA","NA","NA","NA","NA","NA","NA","NA",20,"15","25","NA","NA","shrub","perennial","0.2","1.5",0.85,"wheelwright et al 2006; NA","journal: american midland naturalist; online: efloras","https://doi.org/10.1674/0003-0031(2006)155[0019:plaami]2.0.co;2","http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250065635","NA","NA","NA","7_1_lundgren_2005_greenland.csv",12,0.237580439382181,"Ledum palustre"
