"","Species_all","Order_all","Family_all","Genus_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Eigenval"
"530","Erythroxylum macrocarpum","Malpighiales","Erythroxylaceae","Erythroxylum","Hermaphrodite","self_compatible","low",5,"Open","actinomorphic",100,10,30,6.5,7.76508608807901,1.4,3,"shrub","Perennial",4,0.000445079345456556
"531","Erythroxylum sechellarum","Malpighiales","Erythroxylaceae","Erythroxylum","Hermaphrodite","self_compatible","low",5,"Open","actinomorphic",100,10,30,12.8986969942268,3.2,1.4,3,"shrub","Perennial",7.5,0.000441450086081684
"532","Eugenia kanakana","Myrtales","Myrtaceae","Eugenia","Hermaphrodite","partially_self_compatible","none",7.64652745482278,"Brush","actinomorphic",200,5,40,18.1261600075651,12.8731908204571,3.5,30,"shrub","Perennial",4.5,0.000206696420664694
"533","Eugenia orbiculata","Myrtales","Myrtaceae","Eugenia","Hermaphrodite","partially_self_compatible","none",11.9468855950431,"Open","actinomorphic",200,5,40,10,11.6703206085595,3.5,40,"tree","Perennial",4.5,0.000208276267995493
"534","Eulophus americanus","Apiales","Apiaceae","Eulophus","Hermaphrodite","self_incompatible","none",9.38816260456143,"Open","actinomorphic",250,250,250,3,0.75,0.5,2,"herb","Perennial",0.5,0.00368871717531783
"535","Euonymus alatus","Celastrales","Celastraceae","Euonymus","Hermaphrodite","self_compatible","none",27.2119572824771,"Open","actinomorphic",2000,50,45,9,1,0.5,7,"shrub","Perennial",1,0.000386666333534262
"536","Euonymus atropurpureus","Celastrales","Celastraceae","Evonymus","Hermaphrodite","self_compatible","none",26.9072559804596,"Open","actinomorphic",2500,3,30,7,0.6,6,16,"shrub","Perennial",4,0.000380966118263194
"537","Eupatorium altissimum","Asterales","Asteraceae","Eupatorium","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",150,150,35,7.1,4,10,5,"herb","Perennial",0.75,0.185832344345305
"538","Eupatorium chinense","Asterales","Asteraceae","Eupatorium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",250,250,140,2.1,5,10,5,"shrub","Perennial",1,0.190327630414486
"539","Eupatorium perfoliatum","Asterales","Asteraceae","Eupatorium","Hermaphrodite","partially_self_compatible","low",13,"Capitulum","actinomorphic",500,500,250,12,4.1,10,16,"herb","Short lived",0.7,0.231830565207918
"540","Eupatorium purpureum","Asterales","Asteraceae","Eupatorium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1000,1000,120,30.12,5.5,11.5,5.5,"herb","Perennial",1.35,0.134152227567198
"541","Eupatorium serotinum","Asterales","Asteraceae","Eupatorium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",500,500,300,30,2.75,10,11.5,"herb","Perennial",1,0.17549249836672
"542","Eupatorium sessilifolium","Asterales","Asteraceae","Eupatorium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",350,350,140,4,12.2699748476307,10,5,"herb","Perennial",0.85,0.206548285750568
"544","Euphorbia corollata","Malpighiales","Euphorbiaceae","Euphorbia","Monoecious","monoecious","none",0,"Open","actinomorphic",90,90,80,6,2,1.1,3,"herb","Perennial",0.6,0.000433807621549555
"545","Euphorbia cyathophora","Malpighiales","Euphorbiaceae","Euphorbia","Monoecious","monoecious","none",0,"Open","actinomorphic",10,10,20,2,2,1.6,3,"herb","Short lived",0.6,0.000433125208261624
"546","Euphorbia nutans","Malpighiales","Euphorbiaceae","Euphorbia","Monoecious","monoecious","none",0,"Open","actinomorphic",200,30,20,5.7,3.9,1.55,3,"herb","Short lived",0.5,0.000434650817266247
"547","Euphorbia pyrifolia","Malpighiales","Euphorbiaceae","Euphorbia","Dioecious","dioecious","none",0,"Open","actinomorphic",75,30,60,2.24533064599205,2.25,2,3,"shrub","Perennial",6.5,0.000431089988171346
"548","Euphorbia segetalis","Malpighiales","Euphorbiaceae","Euphorbia","Monoecious","self_compatible","low",13,"Open","actinomorphic",75,10,8,2,3,3,3,"herb","Short lived",0.35,0.000432657682285223
"549","Euphrasia collina","Lamiales","Orobanchaceae","Euphrasia","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",20,20,30,11,10.1,10,24,"herb","Perennial",0.325,0.00249357968858802
"550","Euphrasia regelii","Lamiales","Orobanchaceae","Euphrasia","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",5,5,20,6,7.5,5,39,"herb","Short lived",0.19,0.00249557985478772
"551","Euphrasia revoluta","Lamiales","Orobanchaceae","Euphrasia","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",3,3,75,14.1,12.5,5,31.5,"herb","Perennial",0.05,0.00249512543037168
"552","Euphrasia zelandica","Lamiales","Orobanchaceae","Euphrasia","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",5,5,75,13.5,9,5,24,"herb","Short lived",0.05,0.00249336623780631
"553","Euptelea polyandra","Ranunculales","Eupteleaceae","Euptelea","Hermaphrodite","partially_self_compatible","medium",50.5,"Brush","actinomorphic",750,75,15,2.5,2.5,10,4,"tree","Perennial",10,8.20241410667982e-05
"554","Eurya japonica","Ericales","Pentaphylacaceae","Eurya","Dioecious","self_incompatible","none",0,"Campanulate","actinomorphic",20000,300,15,3.5,3.5,1.5,9,"shrub","Perennial",3.5,0.00119529132863428
"555","Euscaphis japonica","Crossosomatales","Staphyleaceae","Euscaphis","Hermaphrodite","self_compatible","none",20.755921243531,"Open","actinomorphic",40000,200,20,4.5,4,2,6,"tree","Perennial",5,0.000230402025333979
"556","Euthamia graminifolia","Asterales","Asteraceae","Euthamia","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",400,400,75,5,4,10,36.5,"herb","Perennial",0.5,0.0153556970627556
"557","Evolvulus pusillus","Solanales","Convolvulaceae","Evolvulus","Hermaphrodite","self_compatible","none",0,"Tube","actinomorphic",50,1,10.5,10.5,3,1.5,4,"herb","Perennial",0.4,0.00143007139504483
"558","Excoecaria benthamiana","Malpighiales","Euphorbiaceae","Exoecaria","Monoecious","monoecious","none",0,"Open","actinomorphic",50000,20,10,2.2,2,1,3,"tree","Perennial",6,0.00038078997963186
"559","Exodeconus miersii","Solanales","Solanaceae","Exodeconus","Hermaphrodite","self_compatible","low",37.8593197790274,"Campanulate","actinomorphic",100,5,18.2,18.2,50,45,100,"herb","Short lived",0.225,0.00150187074138432
"560","Fallopia scandens","Caryophyllales","Polygonaceae","Fallopia","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",600,40,20,5.1,3.1,1,1,"herb","Perennial",3,0.000970956413305046
"561","Farfugium joponicum","Asterales","Asteraceae","Farfugium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",60,30,100,25,20,5.1,30,"herb","Perennial",0.4,0.00792852611862697
"562","Faujasiopsis flexuosa","Asterales","Asteraceae","Faujasiopsis","Hermaphrodite","self_incompatible","none",2.47102752226083,"Capitulum","actinomorphic",70,70,50,3.3,7.97917383678038,6,40,"shrub","Perennial",1.5,0.00829119325102199
"563","Filipendula ulmaria","Rosales","Rosaceae","Filipendula","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",600,600,150,6.5,0.5,1.25,2,"herb","Perennial",0.85,0.000583352435921636
"564","Flagellaria indica","Poales","Flagellariaceae","Flagellaria","Hermaphrodite","self_compatible","none",15.3857483884271,"Campanulate","actinomorphic",150,150,50,2.5,2.1,1,3,"vine","Perennial",7.5,5.92485069864184e-05
"565","Fragaria virginiana","Rosales","Rosaceae","Fragaria","Dioecious","self_compatible","none",25.8924899382054,"Open","actinomorphic",5,5,15.5,15.5,1.4,1,100,"herb","Perennial",0.9,0.000622855981441918
"566","Frasera caroliniensis","Gentianales","Gentianaceae","Frasera","Hermaphrodite","self_compatible","low",17.9,"Open","actinomorphic",75,75,240,24,25.833319345217,5,10,"herb","Perennial",1.65,0.00155426140730009
"567","Fraxinus americana","Lamiales","Oleaceae","Fraxinus","Dioecious","dioecious","none",0,"Open","actinomorphic",17240.6515377337,100,40,3,10,1,4,"tree","Perennial",22.5,0.00209784990488213
"568","Freesia refracta","Asparagales","Iridaceae","Freesia","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",30,6,150,31.1,26,10,4,"herb","Perennial",0.35,6.714463752559e-05
"569","Fumaria capreolata","Ranunculales","Papaveraceae","Fumaria","Hermaphrodite","self_compatible","high",48.7107797192859,"Tube","zygomorphic",75,15,24,2,12,12,1.5,"vine","Perennial",0.45,8.58721506333692e-05
"570","Gaertnera petrinensis","Gentianales","Rubiaceae","Gaertnera","Hermaphrodite","self_incompatible","none",11.272951721527,"Tube","actinomorphic",500,100,50,10,15,7.5,2,"shrub","Perennial",1.25,0.00181424213714913
"571","Gaertnera psychotrioides","Gentianales","Rubiaceae","Gaertnera","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",500,100,50,10,12.5,12.5,2,"tree","Perennial",6.3,0.00181143211740499
"572","Gaertnera rotundifolia","Gentianales","Rubiaceae","Gaertnera","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",500,100,50,2.5,20,15.25,2,"shrub","Perennial",3.5,0.00180584126670812
"574","Galactia striata","Fabales","Fabaceae","Galactia","Hermaphrodite","self_compatible","high",55.9687005430461,"Papilionaceous","zygomorphic",50,4,8,8,5.1,5,12,"vine","Perennial",2.3,0.00075977403596122
"575","Galactites tomentosus","Asterales","Asteraceae","Galactites","Hermaphrodite","self_incompatible","none",16.0224676569456,"Capitulum","actinomorphic",3,3,60,60,16.5,10,30,"herb","Short lived",0.275,0.00510543450790445
"576","Galactophora schomburgkiana","Gentianales","Apocynaceae","Galactophora","Hermaphrodite","self_compatible","none",21.0160002143434,"Tube","actinomorphic",3,1,25,25,58.5,20,851.365414380607,"vine","Perennial",1.25,0.00164453311610305
"578","Galeopsis bifida","Lamiales","Lamiaceae","Galeopsis","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",15,15,20,7,13.5,10,4,"herb","Short lived",0.45,0.00274836365730852
"579","Galium aparine","Gentianales","Rubiaceae","Galium","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",35,5,12,1.5,1,0.45,2,"herb","Short lived",1,0.00187264911794403
"580","Galium palustre","Gentianales","Rubiaceae","Galium","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",50,5,12,4,1,0.8,2,"herb","Perennial",0.3,0.00188248988964389
"581","Galium perpusillum","Gentianales","Rubiaceae","Galium","Dioecious","dioecious","none",0,"Tube","actinomorphic",20,1,12,3.75,0.9,1,2,"herb","Perennial",0.06,0.00187104245002833
"582","Galium propinquum","Gentianales","Rubiaceae","Galium","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30,5,12,1.65,1.65,1,2,"herb","Perennial",0.1,0.00186804504305084
"583","Galium saxatile","Gentianales","Rubiaceae","Galium","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",50,10,10,2.5,1,2,2,"shrub","Perennial",0.6,0.00187224636005738
"584","Galvezia leucantha","Lamiales","Plantaginaceae","Galvezia","Hermaphrodite","self_compatible","high",48.2496781552459,"Tube","zygomorphic",20,20,7,7,9.25,1.5,4,"shrub","Perennial",0.75,0.00217938519604161
"585","Gastonia crassa","Apiales","Araliaceae","Gastonia","Hermaphrodite","monoecious","none",5.97997020994045,"Campanulate","actinomorphic",80,80,125,6.5,17,1,7,"shrub","Perennial",5,0.00364887124305199
"586","Gaura biennis","Myrtales","Onagraceae","Gaura","Hermaphrodite","self_compatible","high",88,"Open","zygomorphic",50,5,50,13,7,11,4,"herb","Short lived",1.05,0.00019168213765274
"587","Gaylussacia baccata","Ericales","Ericaceae","Gaylussacia","Hermaphrodite","partially_self_compatible","low",10,"Tube","actinomorphic",2000,100,120,4,7,5.05,10,"herb","Perennial",0.6,0.00134603358417579
"588","Geniostoma borbonicum","Gentianales","Loganiaceae","Geniostoma","Hermaphrodite","self_compatible","none",10.3065518650155,"Campanulate","actinomorphic",500,100,60,8,4.75,1.15,65,"tree","Perennial",8.5,0.00153866643706364
"589","Genista anglica","Fabales","Fabaceae","Genista","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",1000,15,25,8,12.5,6.5,17.9,"shrub","Perennial",0.38,0.000743250313500529
"590","Genista hirsuta","Fabales","Fabaceae","Genista","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",3000,20,25,1.7,8.5,9.1,6.47,"shrub","Perennial",0.9,0.000742046331871172
"591","Genista pilosa","Fabales","Fabaceae","Genista","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,30,20,7,10,6.5,13,"herb","Perennial",0.6,0.00075033419517934
"592","Gentiana andrewsii","Gentianales","Gentianaceae","Gentiana","Hermaphrodite","self_compatible","low",4,"Tube","actinomorphic",10,10,100,18.75,37.5,15,150,"herb","Perennial",0.6,0.00157467109506211
"593","Gentiana atuntsiensis","Gentianales","Gentianaceae","Gentiana","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",10,10,60,14.5,29,4.5,150,"herb","Perennial",0.15,0.00157467109506211
"594","Gentiana chungtienensis","Gentianales","Gentianaceae","Gentiana","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",30,30,19.5,19.5,19.5,1.75,150,"herb","Short lived",0.04,0.0015746710950621
"595","Gentiana crassicaulis","Gentianales","Gentianaceae","Gentiana","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",35,35,80,20.1,21,2.25,150,"herb","Perennial",0.2,0.00157219962183337
"596","Gentiana saponaria","Gentianales","Gentianaceae","Gentiana","Hermaphrodite","self_compatible","none",0,"Tube","actinomorphic",5,5,80,18.1,40,20,150,"herb","Perennial",0.375,0.00156739531330243
"597","Gentianella corymbifera","Gentianales","Gentianaceae","Gentianella","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",30,30,100,16,10,15,52,"herb","Short lived",0.23,0.00159061325238513
"598","Gentianella diemensis","Gentianales","Gentianaceae","Gentianella","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",5,5,100,18,10,15,85,"herb","Short lived",0.26,0.00158743563137776
"599","Gentianella montana","Gentianales","Gentianaceae","Gentianella","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",6,4,100,15.15,15.25,15,66,"herb","Short lived",3.6,0.00158685045021418
"601","Geranium carolinianum","Geraniales","Geraniaceae","Geranium","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",5,5,7.1,7.1,1.3,13,5,"herb","Short lived",0.375,0.000166576141400072
"602","Geranium delavayi","Geraniales","Geraniaceae","Geranium","Hermaphrodite","self_compatible","none",32.6703086278583,"Open","actinomorphic",2,2,17.5,17.5,4.1,24.1,10,"herb","Perennial",0.54,0.000165427942872953
"603","Geranium maculatum","Geraniales","Geraniaceae","Geranium","Dioecious","partially_self_compatible","low",13,"Open","actinomorphic",10,5,25.1,25.1,13,5,10,"herb","Perennial",0.5,0.000166576141400053
"604","Geranium nepalense","Geraniales","Geraniaceae","Geranium","Hermaphrodite","self_compatible","none",34.0729778477229,"Open","actinomorphic",10,2,12.5,12.5,10,0.5,10,"herb","Perennial",0.5,0.000166576141400064
"605","Geranium robertianum","Geraniales","Geraniaceae","Geranium","Hermaphrodite","self_compatible","high",88,"Campanulate","actinomorphic",10,10,17.5,17.5,10.5,20,10,"herb","Short lived",0.3,0.000166576141400051
"606","Geranium sibiricum","Geraniales","Geraniaceae","Geranium","Hermaphrodite","self_compatible","none",34.31032176388,"Open","actinomorphic",10,5,12.5,12.5,6.25,5,10,"herb","Perennial",0.35,0.00016657614140006
"607","Geum canadense","Rosales","Rosaceae","Geum","Hermaphrodite","self_compatible","none",33.9511046734342,"Open","actinomorphic",5,1,15,15,2.5,5.5,1,"herb","Perennial",0.6,0.000595162462646039
"608","Geum macrophyllum","Rosales","Rosaceae","Geum","Hermaphrodite","self_compatible","none",34.7825689039555,"Open","actinomorphic",8,8,11.1,11.1,4,0.5,1,"herb","Perennial",0.7,0.000593592859017317
"609","Geum rivale","Rosales","Rosaceae","Geum","Hermaphrodite","partially_self_compatible","low",13.2,"Campanulate","actinomorphic",5,2,12.5,12.5,11,7,1,"herb","Perennial",0.425,0.000596157635748765
"610","Geum uniflorum","Rosales","Rosaceae","Geum","Hermaphrodite","self_compatible","none",30.667670919468,"Open","actinomorphic",1,1,25,25,18,5,1,"herb","Perennial",0.1,0.000591838758904464
"611","Geum vernum","Rosales","Rosaceae","Geum","Hermaphrodite","self_compatible","none",34.4058887241235,"Open","actinomorphic",5,5,14,14,3,2.1,1,"herb","Perennial",0.225,0.000596157635748766
"612","Gillenia stipulacea","Rosales","Rosaceae","Gillenia","Hermaphrodite","self_compatible","none",30.1599097764522,"Tube","actinomorphic",5,5,28,28,7.2,2,4,"herb","Perennial",0.5,0.000539930952762773
"613","Glechoma hederacea","Lamiales","Lamiaceae","Glechoma","Dioecious","self_compatible","none",0,"Tube","zygomorphic",10,3,25,8,12.5,7,4,"herb","Perennial",0.11,0.00300940730358012
"614","Gleditsia triacanthos","Fabales","Fabaceae","Gleditsia","Monoecious","monoecious","none",0,"Open","actinomorphic",20000,120,25,5,1.5,0.5,10,"tree","Perennial",17.5,0.000662528566114368
"615","Glionnetia sericea","Gentianales","Rubiaceae","Glionnetia","Hermaphrodite","self_compatible","low",13,"Tube","actinomorphic",75,15,120,30,9.4,10,100,"shrub","Perennial",5.5,0.00168663988098369
"616","Glochidion acuminatum","Malpighiales","Phyllanthaceae","Glochidion","Monoecious","monoecious","none",0,"Tube","actinomorphic",500,5,10,1.5,3,1.25,8,"shrub","Perennial",5.5,0.000451941012664393
"617","Glochidion obovatum","Malpighiales","Phyllanthaceae","Glochidion","Monoecious","monoecious","none",0,"Open","actinomorphic",500,5,5,1.75,1.75,1.25,9.5,"shrub","Perennial",0.75,0.000452766594833264
"618","Glochidion zeylanicum","Malpighiales","Phyllanthaceae","Glochidion","Monoecious","monoecious","none",0,"Open","actinomorphic",500,5,20,4,2,3.5,11,"shrub","Perennial",3.5,0.000453571619077973
"619","Gnaphalium polycephalum","Asterales","Asteraceae","Gnaphalium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",20,20,100,4.1,4.1,0.1,67,"herb","Short lived",0.45,0.0197885841072808
"620","Gomphrena celosioides","Caryophyllales","Amaranthaceae","Gomphrena","Hermaphrodite","self_compatible","medium",70,"Tube","actinomorphic",1000,50,25,2,5.5,0.4,1,"herb","Perennial",0.15,0.000976757780034924
"621","Gomphrena elegans","Caryophyllales","Amaranthaceae","Gomphrena","Hermaphrodite","self_compatible","medium",70,"Tube","actinomorphic",100,75,31.12,2,3,2.25,1,"herb","Short lived",1,0.000976757780034921
"622","Gossypium barbadense","Malvales","Malvaceae","Gossypium","Hermaphrodite","self_compatible","high",75,"Open","actinomorphic",30,1,10.3,10.3,25,3.2,50,"shrub","Perennial",2,0.000327877668840353
"623","Gossypium darwinii","Malvales","Malvaceae","Gossypium","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",150,1,70,70,36,25,32.5,"shrub","Perennial",1.1,0.000328602964417595
