Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Rudbeckia,Rudbeckia laciniata,NA,Rudbeckia laciniata,,,,,,,,,,,,,,,,,,,,
Asterales,Lythraceae,Cuphea,Cuphea viscosissima,NA,Cuphea petiolata,,,,,,,,,,,,,,,,,,,,
Myrtales,Fabaceae,Astragalus,Astragalus mexicanus,NA,Astragalus mexicanus,,,,,,,,,,,,,,,,,,,,
Fabales,Verbenaceae,Verbena,Verbena bracteata,NA,Verbena bracteosa,,,,,,,,,,,,,,,,,,,,
Lamiales,Convolvulaceae,Ipomoea,Ipomoea purpurea,NA,Ipomoea purpurea,,,,,,,,,,,,,,,,,,,,
Solanales,Malvaceae,Hibiscus,Hibiscus trionum,NA,Hibiscus trionum,,,,,,,,,,,,,,,,,,,,
Malvales,Apiaceae,Chaerophyllum,Chaerophyllum procumbens,NA,Chaerophyllum procumbens,,,,,,,,,,,,,,,,,,,,
Apiales,Ulmaceae,Ulmus,Ulmus americana,NA,Ulmus americana,,,,,,,,,,,,,,,,,,,,
Rosales,Ulmaceae,Ulmus,Ulmus americana,NA,Ulmus americana,,,,,,,,,,,,,,,,,,,,
Rosales,Fabaceae,Lespedeza,Lespedeza capitata,NA,Lespedeza capitata,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Dalea,Dalea purpurea,NA,Petalostemum purpureum,,,,,,,,,,,,,,,,,,,,
Fabales,Oleaceae,Fraxinus,Fraxinus americana,NA,Fraxinus americanus,,,,,,,,,,,,,,,,,,,,
Lamiales,Oleaceae,Fraxinus,Fraxinus americana,NA,Fraxinus americanus,,,,,,,,,,,,,,,,,,,,
Lamiales,Polemoniaceae,Polemonium,Polemonium reptans,NA,Polemonium reptans,,,,,,,,,,,,,,,,,,,,
Ericales,Asteraceae,Helianthus,Helianthus laetiflorus,NA,Helianthus laetiflorus,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Helianthus,Helianthus laetiflorus,NA,Helianthus laetiflorus,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Helianthus,Helianthus laetiflorus,NA,Helianthus laetiflorus,,,,,,,,,,,,,,,,,,,,
Asterales,Brassicaceae,Cardamine,Cardamine concatenata,NA,Dentaria laciniata,,,,,,,,,,,,,,,,,,,,
Brassicales,Asteraceae,Erigeron,Erigeron annuus,NA,Erigeron annuus,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Erigeron,Erigeron annuus,NA,Erigeron annuus,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Erigeron,Erigeron annuus,NA,Erigeron annuus,,,,,,,,,,,,,,,,,,,,
Asterales,Polemoniaceae,Phlox,Phlox glaberrima,NA,Phlox glaberrima,,,,,,,,,,,,,,,,,,,,
Ericales,Polygonaceae,Persicaria,Persicaria punctata,NA,Polygonum acre,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Fabaceae,Desmodium,Desmodium dillenii,NA,Desmodium dillenii,,,,,,,,,,,,,,,,,,,,
Fabales,Rosaceae,Geum,Geum canadense,NA,Geum canadense,,,,,,,,,,,,,,,,,,,,
Rosales,Asteraceae,Arctium,Arctium minus,NA,Arctium minus,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Arctium,Arctium minus,NA,Arctium minus,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Arctium,Arctium minus,NA,Arctium minus,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Vernonia,Vernonia fasciculata,NA,Vernonia fasciculata,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Vernonia,Vernonia fasciculata,NA,Vernonia fasciculata,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Vernonia,Vernonia fasciculata,NA,Vernonia fasciculata,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Lactuca,Lactuca canadensis,NA,Lactuca canadensis,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Lactuca,Lactuca canadensis,NA,Lactuca canadensis,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Lactuca,Lactuca canadensis,NA,Lactuca canadensis,,,,,,,,,,,,,,,,,,,,
Asterales,Orchidaceae,Liparis,Liparis liliifolia,NA,Liparis liliifolia,,,,,,,,,,,,,,,,,,,,
Asparagales,Boraginaceae,Lappula,Lappula virginiana,NA,Lappula virginiana,,,,,,,,,,,,,,,,,,,,
Boraginales,Onagraceae,Oenothera,Oenothera biennis,NA,Oenothera biennis,,,,,,,,,,,,,,,,,,,,
Myrtales,Asteraceae,Solidago,Solidago missouriensis,NA,Solidago missouriensis,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Solidago,Solidago missouriensis,NA,Solidago missouriensis,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Solidago,Solidago missouriensis,NA,Solidago missouriensis,,,,,,,,,,,,,,,,,,,,
Asterales,Caryophyllaceae,Cerastium,Cerastium nutans,NA,Cerastium nutans,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Apocynaceae,Asclepias,Asclepias tuberosa,NA,Asclepias tuberosa,,,,,,,,,,,,,,,,,,,,
Gentianales,Asteraceae,Rudbeckia,Rudbeckia triloba,NA,Rudbeckia triloba,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Rudbeckia,Rudbeckia triloba,NA,Rudbeckia triloba,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Rudbeckia,Rudbeckia triloba,NA,Rudbeckia triloba,,,,,,,,,,,,,,,,,,,,
Asterales,Brassicaceae,Lepidium,Lepidium virginicum,NA,Lepidium virginicum,,,,,,,,,,,,,,,,,,,,
Brassicales,Lamiaceae,Glechoma,Glechoma hederacea,NA,Nepeta hederacea,,,,,,,,,,,,,,,,,,,,
Lamiales,Fabaceae,Gleditsia,Gleditsia triacanthos,NA,Gleditsia triacanthos,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Gleditsia,Gleditsia triacanthos,NA,Gleditsia triacanthos,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Melilotus,Melilotus alba,NA,Melilotus alba,,,,,,,,,,,,,,,,,,,,
Fabales,Solanaceae,Solanum,Solanum americanum,NA,Solanum nigrum,,,,,,,,,,,,,,,,,,,,
Solanales,Asteraceae,Cirsium,Cirsium altissimum,NA,Cirsium altissimum,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Cirsium,Cirsium altissimum,NA,Cirsium altissimum,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Cirsium,Cirsium altissimum,NA,Cirsium altissimum,,,,,,,,,,,,,,,,,,,,
Asterales,Melanthiaceae,Trillium,Trillium sessile,NA,Trillium sessile,,,,,,,,,,,,,,,,,,,,
Liliales,Convolvulaceae,Ipomoea,Ipomoea nil,NA,Ipomoea hederacea,,,,,,,,,,,,,,,,,,,,
Solanales,Lamiaceae,Teucrium,Teucrium canadense,NA,Teucrium canadense,,,,,,,,,,,,,,,,,,,,
Lamiales,Fabaceae,Desmodium,Desmodium sessilifolium,NA,Desmodium sessilifolium,,,,,,,,,,,,,,,,,,,,
Fabales,Asteraceae,Rudbeckia,Rudbeckia hirta,NA,Rudbeckia hirta,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Rudbeckia,Rudbeckia hirta,NA,Rudbeckia hirta,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Rudbeckia,Rudbeckia hirta,NA,Rudbeckia hirta,,,,,,,,,,,,,,,,,,,,
Asterales,Hypoxidaceae,Hypoxis,Hypoxis hirsuta,NA,Hypoxis hirsuta,,,,,,,,,,,,,,,,,,,,
Asparagales,Apocynaceae,Asclepias,Asclepias incarnata,NA,Asclepias incarnata,,,,,,,,,,,,,,,,,,,,
Gentianales,Verbenaceae,Stachytarpheta,Stachytarpheta indica,NA,Verbena angustifolia,,,,,,,,,,,,,,,,,,,,
Lamiales,Apiaceae,Eulophus,Eulophus americanus,NA,Eulophus americanus,,,,,,,,,,,,,,,,,,,,
Apiales,Ebenaceae,Diospyros,Diospyros virginiana,NA,Diospyros virginiana,,,,,,,,,,,,,,,,,,,,
Ericales,Ebenaceae,Diospyros,Diospyros virginiana,NA,Diospyros virginiana,,,,,,,,,,,,,,,,,,,,
Ericales,Violaceae,Viola,Viola pedata,NA,Viola pedata,,,,,,,,,,,,,,,,,,,,
Malpighiales,Asteraceae,Eupatorium,Eupatorium purpureum,NA,Eupatorium purpureum,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Eupatorium,Eupatorium purpureum,NA,Eupatorium purpureum,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Eupatorium,Eupatorium purpureum,NA,Eupatorium purpureum,,,,,,,,,,,,,,,,,,,,
Asterales,Rosaceae,Rubus,Rubus occidentalis,NA,Rubus occidentalis,,,,,,,,,,,,,,,,,,,,
Rosales,Asteraceae,Solidago,Solidago canadensis,NA,Solidago canadensis,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Solidago,Solidago canadensis,NA,Solidago canadensis,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Solidago,Solidago canadensis,NA,Solidago canadensis,,,,,,,,,,,,,,,,,,,,
Asterales,Smilacaceae,Smilax,Smilax hispida,NA,Smilax hispida,,,,,,,,,,,,,,,,,,,,
Liliales,Smilacaceae,Smilax,Smilax hispida,NA,Smilax hispida,,,,,,,,,,,,,,,,,,,,
Liliales,Rutaceae,Zanthoxylum,Zanthoxylum americanum,NA,Zanthoxylum americanum,,,,,,,,,,,,,,,,,,,,
Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum americanum,NA,Zanthoxylum americanum,,,,,,,,,,,,,,,,,,,,
Sapindales,Acanthaceae,Justicia,Justicia americana,NA,Dianthera americana,,,,,,,,,,,,,,,,,,,,
Lamiales,Verbenaceae,Lantana,Lantana camara,NA,Lantana camara,,,,,,,,,,,,,,,,,,,,
Lamiales,Rosaceae,Crataegus,Crataegus crus-galli,NA,Crataegus crus-galli,,,,,,,,,,,,,,,,,,,,
Rosales,Apiaceae,Sanicula,Sanicula canadensis,NA,Sanicula canadensis,,,,,,,,,,,,,,,,,,,,
Apiales,Apiaceae,Sanicula,Sanicula canadensis,NA,Sanicula canadensis,,,,,,,,,,,,,,,,,,,,
Apiales,Rubiaceae,Galium,Galium aparine,NA,Galium aperine,,,,,,,,,,,,,,,,,,,,
Gentianales,Liliaceae,Erythronium,Erythronium albidum,NA,Erythronium albidum,,,,,,,,,,,,,,,,,,,,
Liliales,Asparagaceae,Maianthemum,Maianthemum racemosum,NA,Smilacina racemosa,,,,,,,,,,,,,,,,,,,,
Asparagales,Violaceae,Hybanthus,Hybanthus concolor,NA,Hybanthus concolor,,,,,,,,,,,,,,,,,,,,
Malpighiales,Fabaceae,Crotalaria,Crotalaria sagittalis,NA,Crotalaria sagittalis,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Chamaecrista,Chamaecrista chamaecristoides,NA,Cassia chamaecrista,,,,,,,,,,,,,,,,,,,,
Fabales,Malvaceae,Sida,Sida spinosa,NA,Sida spinosa,,,,,,,,,,,,,,,,,,,,
Malvales,Asteraceae,Rudbeckia,Rudbeckia subtomentosa,NA,Rudbeckia subtomentosa,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Rudbeckia,Rudbeckia subtomentosa,NA,Rudbeckia subtomentosa,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Rudbeckia,Rudbeckia subtomentosa,NA,Rudbeckia subtomentosa,,,,,,,,,,,,,,,,,,,,
Asterales,Brassicaceae,Descurainia,Descurainia pinnata,NA,Sisymbrium canescens,,,,,,,,,,,,,,,,,,,,
Brassicales,Nymphaeaceae,Nuphar,Nuphar advena,NA,Nymphaea advena,,,,,,,,,,,,,,,,,,,,
Nymphaeales,Anacardiaceae,Rhus,Rhus copallinum,NA,Rhus copallina,,,,,,,,,,,,,,,,,,,,
Sapindales,Lamiaceae,Blephilia,Blephilia hirsuta,NA,Blephilia hirsuta,,,,,,,,,,,,,,,,,,,,
Lamiales,Oxalidaceae,Oxalis,Oxalis violacea,NA,Oxalis violacea,,,,,,,,,,,,,,,,,,,,
Oxalidales,Oxalidaceae,Oxalis,Oxalis violacea,NA,Oxalis violacea,,,,,,,,,,,,,,,,,,,,
Oxalidales,Asparagaceae,Asparagus,Asparagus officinalis,NA,Asparagus officinalis,,,,,,,,,,,,,,,,,,,,
Asparagales,Asparagaceae,Asparagus,Asparagus officinalis,NA,Asparagus officinalis,,,,,,,,,,,,,,,,,,,,
Asparagales,Solanaceae,Solanum,Solanum rostratum,NA,Solanum rostratum,,,,,,,,,,,,,,,,,,,,
Solanales,Fabaceae,Desmodium,Desmodium grandiflorum,NA,Desmodium grandiflorum,,,,,,,,,,,,,,,,,,,,
Fabales,Iridaceae,Iris,Iris hexagona,NA,Iris hexagona,,,,,,,,,,,,,,,,,,,,
Asparagales,Ranunculaceae,Ranunculus,Ranunculus abortivus,NA,Ranunculus abortivus,,,,,,,,,,,,,,,,,,,,
Ranunculales,Caprifoliaceae,Valerianella,Valerianella radiata,NA,Valerianella radiata,,,,,,,,,,,,,,,,,,,,
Dipsacales,Asparagaceae,Maianthemum,Maianthemum stellatum,NA,Smilacina stellata,,,,,,,,,,,,,,,,,,,,
Asparagales,Asteraceae,Leucanthemum,Leucanthemum vulgare,NA,Chrysanthemum leucanthemum,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemum vulgare,NA,Chrysanthemum leucanthemum,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemum vulgare,NA,Chrysanthemum leucanthemum,,,,,,,,,,,,,,,,,,,,
Asterales,Viburnaceae,Viburnum,Viburnum prunifolium,NA,Viburnum prunifolium,,,,,,,,,,,,,,,,,,,,
Dipsacales,Violaceae,Viola,Viola pedatifida,NA,Viola pedatifida,,,,,,,,,,,,,,,,,,,,
Malpighiales,Plantaginaceae,Veronica,Veronica peregrina,NA,Veronica peregrina,,,,,,,,,,,,,,,,,,,,
Lamiales,Fabaceae,Trifolium,Trifolium pratense,NA,Trifolium pratense,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Psoralea,Psoralea onobrychis,NA,Psoralea onobrychis,,,,,,,,,,,,,,,,,,,,
Fabales,Apiaceae,Eryngium,Eryngium yuccifolium,NA,Eryngium yuccifolium,,,,,,,,,,,,,,,,,,,,
Apiales,Fabaceae,Stylosanthes,Stylosanthes biflora,NA,Stylosanthes biflora,,,,,,,,,,,,,,,,,,,,
Fabales,Boraginaceae,Hydrophyllum,Hydrophyllum appendiculatum,NA,Hydrophyllum appendiculatum,,,,,,,,,,,,,,,,,,,,
Boraginales,Rosaceae,Potentilla,Potentilla norvegica,NA,Potentilla monspeliensis norvegica,,,,,,,,,,,,,,,,,,,,
Rosales,Asteraceae,Adenostyles,Adenostyles alpina,NA,Cacalia reniformis,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Adenostyles,Adenostyles alpina,NA,Cacalia reniformis,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Adenostyles,Adenostyles alpina,NA,Cacalia reniformis,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Liatris,Liatris scariosa,NA,Liatris scariosa,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Liatris,Liatris scariosa,NA,Liatris scariosa,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Liatris,Liatris scariosa,NA,Liatris scariosa,,,,,,,,,,,,,,,,,,,,
Asterales,Gentianaceae,Gentiana,Gentiana saponaria,NA,Gentiana puberula,,,,,,,,,,,,,,,,,,,,
Gentianales,Boraginaceae,Cynoglossum,Cynoglossum officinale,NA,Cynoglossum officinale,,,,,,,,,,,,,,,,,,,,
Boraginales,Plantaginaceae,Penstemon,Penstemon hirsutus,NA,Penstemon hirsutus,,,,,,,,,,,,,,,,,,,,
Lamiales,Apiaceae,Oxypolis,Oxypolis rigidior,NA,Oxypolis rigidior,,,,,,,,,,,,,,,,,,,,
Apiales,Caryophyllaceae,Cerastium,Cerastium glomeratum,NA,Cerastium vulgatum,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Boraginaceae,Ellisia,Ellisia nyctelea,NA,Ellisia nyctelaea,,,,,,,,,,,,,,,,,,,,
Boraginales,Apocynaceae,Ascerates,Ascerates viridiflora,NA,Ascerates viridiflora,,,,,,,,,,,,,,,,,,,,
Gentianales,Campanulaceae,Lobelia,Lobelia cardinalis x siphilitica,NA,Lobelia cardinalis x siphilitica,,,,,,,,,,,,,,,,,,,,
Asterales,Papaveraceae,Sanguinaria,Sanguinaria canadensis,NA,Sanguinaria canadensis,,,,,,,,,,,,,,,,,,,,
Ranunculales,Asteraceae,Heliopsis,Heliopsis helianthoides,NA,Heliopsis helianthoides,,,,,,,,,,,,,,,,,,,,
Asterales,Rosaceae,Gillenia,Gillenia stipulacea,NA,Gillenia stipulacea,,,,,,,,,,,,,,,,,,,,
Rosales,Anacardiaceae,Rhus,Rhus glabra,NA,Rhus glabra,,,,,,,,,,,,,,,,,,,,
Sapindales,Orobanchaceae,Agalinis,Agalinis auriculata,NA,Gerardia auriculata,,,,,,,,,,,,,,,,,,,,
Lamiales,Lauraceae,Sassafras,Sassafras albidum,NA,Sassafras variifolium,,,,,,,,,,,,,,,,,,,,
Laurales,Polygalaceae,Polygala,Polygala sanguinea,NA,Polygala sanguinea,,,,,,,,,,,,,,,,,,,,
Fabales,Iridaceae,Sisyrinchium,Sisyrinchium angustifolium,NA,Sisyrinchium angustifolium,,,,,,,,,,,,,,,,,,,,
Asparagales,Convolvulaceae,Cuscuta,Cuscuta cephalanthi,NA,Cuscuta cephalanthi,,,,,,,,,,,,,,,,,,,,
Solanales,Apiaceae,Heracleum,Heracleum lanatum,NA,Heracleum lanatum,,,,,,,,,,,,,,,,,,,,
Apiales,Apiaceae,Anethum,Anethum graveolens,NA,Anethum graveolens,,,,,,,,,,,,,,,,,,,,
Apiales,Lamiaceae,Scutellaria,Scutellaria incana,NA,Scutellaria canescans,,,,,,,,,,,,,,,,,,,,
Lamiales,Smilacaceae,Smilax,Smilax herbacea,NA,Smilax herbacea,,,,,,,,,,,,,,,,,,,,
Liliales,Rosaceae,Potentilla,Potentilla canadensis,NA,Potentilla canadensis,,,,,,,,,,,,,,,,,,,,
Rosales,Berberidaceae,Caulophyllum,Caulophyllum thalictroides,NA,Caulophyllum thalictroides,,,,,,,,,,,,,,,,,,,,
Ranunculales,Poaceae,Poa,Poa pratensis,NA,Poa pratensis,,,,,,,,,,,,,,,,,,,,
Poales,Plantaginaceae,Gratiola,Gratiola virginiana,NA,Gratiola virginiana,,,,,,,,,,,,,,,,,,,,
Lamiales,Commelinaceae,Tradescantia,Tradescantia virginiana,NA,Tradescantia virginiana,,,,,,,,,,,,,,,,,,,,
Commelinales,Rosaceae,Crataegus,Crataegus mollis,NA,Crataegus mollis,,,,,,,,,,,,,,,,,,,,
Rosales,Caryophyllaceae,Stellaria,Stellaria media,NA,Stellaria media,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Asteraceae,Solidago,Solidago nemoralis,NA,Solidago nemoralis,,,,,,,,,,,,,,,,,,,,
Asterales,Lamiaceae,Monarda,Monarda bradburiana,NA,Monarda bradburiana,,,,,,,,,,,,,,,,,,,,
Lamiales,Sapindaceae,Acer,Acer saccharinum,NA,Acer saccharinum,,,,,,,,,,,,,,,,,,,,
Sapindales,Caryophyllaceae,Silene,Silene nivea,NA,Silene nivea,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Brassicaceae,Radicula,Radicula palustris,NA,Radicula palustris,,,,,,,,,,,,,,,,,,,,
Brassicales,Salicaceae,Salix,Salix longifolia,NA,Salix longifolia,,,,,,,,,,,,,,,,,,,,
Malpighiales,Aristolochiaceae,Aristolochia,Aristolochia tomentosa,NA,Aristolochia tomentosa,,,,,,,,,,,,,,,,,,,,
Piperales,Asteraceae,Erigeron,Erigeron philadelphicus,NA,Erigeron philadelphicus,,,,,,,,,,,,,,,,,,,,
Asterales,Lamiaceae,Scutellaria,Scutellaria parvula,NA,Scutellaria parvula,,,,,,,,,,,,,,,,,,,,
Lamiales,Fabaceae,Lotus,Lotus pedunculatus,NA,Lotus uliginosus,,,,,,,,,,,,,,,,,,,,
Fabales,Apiaceae,Pimpinella,Pimpinella major,NA,Pimpinella major,,,,,,,,,,,,,,,,,,,,
Apiales,Rosaceae,Filipendula,Filipendula ulmaria,NA,Filipendula ulmaria,,,,,,,,,,,,,,,,,,,,
Rosales,Plantaginaceae,Veronica,Veronica serpyllifolia,NA,Veronica serpyllifolia,,,,,,,,,,,,,,,,,,,,
Lamiales,Caryophyllaceae,Silene,Silene flos-cuculi,NA,Lychnis flos-cuculi,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Apiaceae,Angelica,Angelica sylvestris,NA,Angelica sylvestris,,,,,,,,,,,,,,,,,,,,
Apiales,Boraginaceae,Myosotis,Myosotis scorpioides,NA,Myosotis palustris,,,,,,,,,,,,,,,,,,,,
Boraginales,Caryophyllaceae,Silene,Silene dioica,NA,Silene dioica,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Fabaceae,Vicia,Vicia sepium,NA,Vicia sepium,,,,,,,,,,,,,,,,,,,,
Fabales,Lamiaceae,Mentha,Mentha aquatica,NA,Mentha aquatica,,,,,,,,,,,,,,,,,,,,
Lamiales,Caprifoliaceae,Valeriana,Valeriana officinalis,NA,Valeriana officinalis,,,,,,,,,,,,,,,,,,,,
Dipsacales,Rosaceae,Potentilla,Potentilla erecta,NA,Potentilla erecta,,,,,,,,,,,,,,,,,,,,
Rosales,Plantaginaceae,Veronica,Veronica beccabunga,NA,Veronica beccabunga,,,,,,,,,,,,,,,,,,,,
Lamiales,Ranunculaceae,Ranunculus,Ranunculus acris,NA,Ranunculus acris,,,,,,,,,,,,,,,,,,,,
Ranunculales,Lythraceae,Lythrum,Lythrum salicaria,NA,Lythrum salicaria,,,,,,,,,,,,,,,,,,,,
Myrtales,Asteraceae,Cirsium,Cirsium vulgare,NA,Cirsium vulgare,,,,,,,,,,,,,,,,,,,,
Asterales,Rosaceae,Geum,Geum rivale,NA,Geum rivale,,,,,,,,,,,,,,,,,,,,
Rosales,Asteraceae,Cirsium,Cirsium oleraceum,NA,Cirsium oleraceum,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Centaurea,Centaurea jacea,NA,Centaurea jacea,,,,,,,,,,,,,,,,,,,,
Asterales,Plantaginaceae,Veronica,Veronica chamaedrys,NA,Veronica chamaedrys,,,,,,,,,,,,,,,,,,,,
Lamiales,Caryophyllaceae,Stellaria,Stellaria graminea,NA,Stellaria graminea,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Caryophyllaceae,Stellaria,Stellaria palustris,NA,Stellaria palustris,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Apiaceae,Anthriscus,Anthriscus sylvestris,NA,Anthriscus sylvestris,,,,,,,,,,,,,,,,,,,,
Apiales,Fabaceae,Trifolium,Trifolium campestre,NA,Trifolium campestre,,,,,,,,,,,,,,,,,,,,
Fabales,Ranunculaceae,Ranunculus,Ranunculus flammula,NA,Ranunculus flammula,,,,,,,,,,,,,,,,,,,,
Ranunculales,Fabaceae,Lathyrus,Lathyrus linifolius,NA,Lathyrus montanus,,,,,,,,,,,,,,,,,,,,
Fabales,Asteraceae,Crepis,Crepis paludosa,NA,Crepis paludosa,,,,,,,,,,,,,,,,,,,,
Asterales,Primulaceae,Lysimachia,Lysimachia vulgaris,NA,Lysimachia vulgaris,,,,,,,,,,,,,,,,,,,,
Ericales,Fabaceae,Vicia,Vicia cracca,NA,Vicia cracca,,,,,,,,,,,,,,,,,,,,
Fabales,Caryophyllaceae,Cerastium,Cerastium fontanum,NA,Cerastium fontanum,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Geraniaceae,Geranium,Geranium robertianum,NA,Geranium robertianum,,,,,,,,,,,,,,,,,,,,
Geraniales,Fabaceae,Lathyrus,Lathyrus pratensis,NA,Lathyrus pratensis,,,,,,,,,,,,,,,,,,,,
Fabales,Rubiaceae,Galium,Galium palustre,NA,Galium palustre,,,,,,,,,,,,,,,,,,,,
Gentianales,Lamiaceae,Ajuga,Ajuga reptans,NA,Ajuga reptans,,,,,,,,,,,,,,,,,,,,
Lamiales,Asteraceae,Matricaria,Matricaria chamomilla,NA,Chamomilla recutita,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Pallenis,Pallenis spinosa,NA,Pallenis spinosa,,,,,,,,,,,,,,,,,,,,
Asterales,Geraniaceae,Erodium,Erodium cicutarium,Erodium cicutarium,,,,,,,,,,,,,,,,,,,,,
Geraniales,Cistaceae,Cistus,Cistus parviflorus,Cistus parviflorus,,,,,,,,,,,,,,,,,,,,,
Malvales,Liliaceae,Gagea,Gagea granatellii,Gagea granatelli,,,,,,,,,,,,,,,,,,,,,
Liliales,Apiaceae,Scandix,Scandix australis,Scandix australis,,,,,,,,,,,,,,,,,,,,,
Apiales,Asteraceae,Echinops,Echinops microcephalus,Echinops microcephalus,,,,,,,,,,,,,,,,,,,,,
Asterales,Lamiaceae,Thymbra,Thymbra capitata,Thymus capitatus,,,,,,,,,,,,,,,,,,,,,
Lamiales,Hyacinthaceae,Prospero,Prospero autumnale,Scilla autumnalis,,,,,,,,,,,,,,,,,,,,,
Asparagales,Asteraceae,Helichrysum,Helichrysum stoechas,Helichrysum stoechas,,,,,,,,,,,,,,,,,,,,,
Asterales,Heliotropiaceae,Heliotropium,Heliotropium hirsutissimum,Heliotropium hirsutissimum,,,,,,,,,,,,,,,,,,,,,
Boraginales,Resedaceae,Reseda,Reseda alba,,Reseda alba,,,,,,,,,,,,,,,,,,,,
Brassicales,Euphorbiaceae,Euphorbia,Euphorbia acanthothamnos,Euphorbia acanthothamnos,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Asteraceae,Crupina,Crupina crupinastrum,Crupina crupinastrum,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Hypochoeris,Hypochoeris achyrophorus,Hypochoeris achyrophorus,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Scorzonera,Scorzonera cana,Scorzonera cana,,,,,,,,,,,,,,,,,,,,,
Asterales,Ranunculaceae,Ranunculus,Ranunculus spruneranus,Ranunculus spruneranus,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Rubiaceae,Sherardia,Sherardia arvensis,Sherardia arvensis,,,,,,,,,,,,,,,,,,,,,
Gentianales,Scrophulariaceae,Verbascum,Verbascum undulatum,Verbascum undulatum,,,,,,,,,,,,,,,,,,,,,
Lamiales,Papaveraceae,Papaver,Papaver rhoeas,Papaver rhoeas,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Boraginaceae,Heliotropium,Heliotropium dolosum,Heliotropium dolosum,,,,,,,,,,,,,,,,,,,,,
Boraginales,Geraniaceae,Geranium,Geranium rotundifolium,Geranium rotundifolium,,,,,,,,,,,,,,,,,,,,,
Geraniales,Apiaceae,Daucus,Daucus guttatus,Daucus guttatus,,,,,,,,,,,,,,,,,,,,,
Apiales,Asteraceae,Calendula,Calendula arvensis,Calendula arvensis,,,,,,,,,,,,,,,,,,,,,
Asterales,Heliotropiaceae,Heliotropium,Heliotropium europaeum,Heliotropium europaeum,,,,,,,,,,,,,,,,,,,,,
Boraginales,Fabaceae,Ebenus,Ebenus sibthorpii,Ebenus sibthorpii,,,,,,,,,,,,,,,,,,,,,
